,frete,avaliação_cliente,peso_gr,valor_pagamento,tempo_processamento,tempo_espera,entregue_no_prazo
51759,21.92,5,10100.0,251.82,3.0,10.0,1
51760,20.21,4,5450.0,210.11,6.0,23.0,0
51761,14.08,4,200.0,43.98,4.0,9.0,1
51762,18.23,5,50.0,37.23,3.0,14.0,0
51763,15.25,5,500.0,85.24,2.0,10.0,1
51764,9.44,3,250.0,99.43,1.0,2.0,1
51765,17.88,5,1825.0,107.78,1.0,14.0,0
51766,7.78,5,150.0,67.36,6.0,9.0,1
51768,13.33,5,150.0,108.33,3.0,8.0,1
51769,17.67,5,1550.0,77.57,5.0,15.0,0
51770,8.32,5,425.0,88.31,1.0,5.0,1
51772,18.67,5,1280.0,221.67,2.0,10.0,1
51773,17.6,4,8750.0,47.5,8.0,13.0,0
51774,12.11,5,900.0,142.01,5.0,6.0,1
51775,17.63,3,100.0,56.63,0.0,5.0,1
51776,16.81,5,517.0,333.36,3.0,7.0,1
51778,20.08,5,450.0,147.28,0.0,8.0,1
51779,7.39,5,203.0,19.89,0.0,5.0,1
51780,16.14,5,600.0,136.13,0.0,8.0,1
51781,14.43,5,4105.0,131.73,2.0,7.0,1
51782,30.86,5,1666.0,220.85,1.0,9.0,1
51783,17.6,4,1150.0,62.59,0.0,14.0,0
51784,17.44,1,1167.0,187.34,2.0,16.0,0
51785,27.16,5,4350.0,146.96,2.0,6.0,1
51786,34.15,4,200.0,47.8,12.0,26.0,0
51787,14.02,1,2400.0,157.56,14.0,28.0,0
51788,26.89,5,9350.0,142.79,3.0,10.0,1
51789,24.72,5,3425.0,303.72,0.0,7.0,1
51790,13.32,5,1200.0,297.32,3.0,6.0,1
51791,39.16,1,2950.0,235.06,0.0,31.0,0
51792,18.97,5,1100.0,476.97,3.0,8.0,1
51794,9.09,5,250.0,33.99,1.0,3.0,1
51795,47.61,5,1550.0,202.51,1.0,13.0,0
51796,106.21,5,6600.0,356.11,2.0,12.0,0
51797,7.78,1,300.0,57.68,2.0,26.0,0
51798,19.25,5,250.0,68.25,0.0,7.0,1
51799,14.13,5,7000.0,74.03,0.0,1.0,1
51800,18.87,5,400.0,160.77,1.0,7.0,1
51801,18.23,5,300.0,56.22,3.0,9.0,1
51802,8.03,5,200.0,118.35,3.0,6.0,1
51803,7.88,5,500.0,97.78,2.0,3.0,1
51804,15.11,5,613.0,55.01,2.0,8.0,1
51805,23.15,5,1500.0,73.15,0.0,8.0,1
51806,19.53,1,800.0,135.06,2.0,13.0,0
51808,41.17,5,7400.0,361.17,6.0,20.0,0
51809,16.79,5,300.0,49.69,1.0,6.0,1
51810,9.94,4,800.0,62.74,4.0,6.0,1
51811,16.09,4,8150.0,128.89,2.0,4.0,1
51812,13.81,5,150.0,112.71,1.0,7.0,1
51813,19.03,5,400.0,183.03,3.0,12.0,0
51814,37.53,1,475.0,157.53,0.0,38.0,0
51815,17.63,5,150.0,67.62,6.0,12.0,0
51816,40.04,3,4300.0,204.06,5.0,10.0,1
51817,34.82,3,15100.0,204.06,5.0,10.0,1
51819,10.2,5,1000.0,180.19,0.0,11.0,0
51820,17.88,5,750.0,107.78,1.0,11.0,0
51821,6.61,4,1050.0,100.66,2.0,8.0,1
51822,19.45,4,1700.0,100.66,2.0,8.0,1
51823,25.18,4,533.0,175.08,2.0,14.0,0
51824,8.72,4,500.0,35.22,2.0,7.0,1
51825,34.54,5,3000.0,333.54,3.0,18.0,0
51826,16.18,5,500.0,76.08,3.0,15.0,0
51827,10.47,5,650.0,161.48,3.0,18.0,0
51828,10.47,5,650.0,148.89,3.0,18.0,0
51829,17.7,3,1300.0,155.2,35.0,45.0,0
51831,13.5,5,1150.0,81.5,3.0,6.0,1
51833,11.85,4,200.0,41.68,1.0,5.0,1
51835,13.03,5,480.0,232.03,5.0,14.0,0
51836,13.37,5,600.0,41.82,2.0,8.0,1
51837,15.1,3,1029.0,53.0,1.0,8.0,1
51838,17.95,1,3475.0,117.94,4.0,27.0,0
51839,26.61,4,600.0,70.51,1.0,11.0,0
51840,19.97,5,363.0,317.97,2.0,12.0,0
51841,13.08,1,2600.0,82.98,4.0,14.0,0
51842,17.95,5,840.0,117.85,7.0,25.0,0
51843,0.0,5,584.0,106.9,3.0,17.0,0
51845,48.6,5,400.0,147.59,3.0,18.0,0
51846,14.17,1,450.0,148.32,2.0,5.0,1
51848,15.31,1,2584.0,188.6,2.0,23.0,0
51850,16.79,1,100.0,3.49,0.0,10.0,1
51851,16.79,1,100.0,28.6,0.0,10.0,1
51852,0.0,5,2600.0,139.8,1.0,9.0,1
51854,17.29,4,1250.0,165.29,3.0,10.0,1
51855,13.64,4,1450.0,102.64,6.0,10.0,1
51856,11.73,5,2700.0,81.63,3.0,5.0,1
51857,27.3,5,4400.0,167.2,0.0,11.0,0
51858,25.68,5,3450.0,145.58,4.0,9.0,1
51859,12.94,5,150.0,40.84,0.0,4.0,1
51860,15.3,3,150.0,75.29,2.0,10.0,1
51861,12.97,4,11350.0,108.12,0.0,7.0,1
51862,9.34,5,560.0,128.14,2.0,3.0,1
51863,14.03,5,375.0,113.18,1.0,3.0,1
51864,13.7,5,850.0,238.7,1.0,7.0,1
51865,18.61,5,850.0,123.61,0.0,9.0,1
51866,51.05,5,12000.0,410.95,7.0,19.0,0
51867,14.1,1,200.0,46.0,2.0,13.0,0
51868,18.5,4,10300.0,418.49,16.0,19.0,0
51869,16.18,5,700.0,76.08,1.0,15.0,0
51870,25.12,4,2650.0,328.72,0.0,5.0,1
51871,17.6,5,2600.0,47.5,1.0,10.0,1
51872,13.44,1,1750.0,73.34,0.0,15.0,0
51873,15.1,5,200.0,54.09,3.0,11.0,0
51874,11.17,4,150.0,91.07,1.0,6.0,1
51875,8.27,5,150.0,26.27,4.0,5.0,1
51876,12.76,1,1450.0,72.75,4.0,48.0,0
51877,17.66,4,200.0,76.65,1.0,9.0,1
51878,23.34,4,400.0,143.24,3.0,7.0,1
51879,16.79,1,100.0,37.68,2.0,15.0,0
51880,10.12,5,510.0,350.02,1.0,2.0,1
51881,19.22,5,3900.0,209.2,1.0,11.0,0
51882,19.1,4,2200.0,99.0,1.0,16.0,0
51883,12.35,5,450.0,133.35,3.0,10.0,1
51884,15.88,5,2400.0,185.99,1.0,6.0,1
51885,10.58,5,700.0,185.99,1.0,6.0,1
51886,67.26,1,13300.0,593.24,2.0,18.0,0
51887,8.79,5,350.0,93.78,2.0,9.0,1
51888,15.43,5,600.0,136.28,1.0,11.0,0
51889,15.44,5,450.0,136.28,1.0,11.0,0
51890,15.44,5,550.0,136.28,1.0,11.0,0
51891,14.1,5,500.0,24.0,1.0,14.0,0
51892,19.81,4,4150.0,108.81,3.0,13.0,0
51893,7.78,4,600.0,37.77,3.0,6.0,1
51894,11.55,4,401.0,470.55,3.0,6.0,1
51895,23.29,4,1050.0,93.28,1.0,5.0,1
51896,37.79,3,125.0,162.79,8.0,19.0,0
51897,25.31,5,6550.0,144.31,0.0,11.0,0
51898,18.27,5,50.0,42.27,1.0,4.0,1
51899,25.16,5,1350.0,112.28,1.0,19.0,0
51900,17.23,3,1600.0,227.13,0.0,21.0,0
51901,17.4,5,350.0,154.3,2.0,6.0,1
51902,19.57,4,3100.0,259.57,5.0,13.0,0
51903,7.39,5,250.0,31.38,3.0,6.0,1
51904,16.32,5,900.0,32.21,3.0,11.0,0
51905,17.63,5,1625.0,71.53,5.0,9.0,1
51906,14.31,4,250.0,94.21,0.0,21.0,0
51907,8.33,5,350.0,32.23,1.0,2.0,1
51908,18.09,4,5250.0,238.09,2.0,11.0,0
51909,37.3,4,250.0,92.3,0.0,9.0,1
51911,8.58,5,150.0,197.58,6.0,7.0,1
51912,42.38,5,200.0,55.31,3.0,10.0,1
51913,15.1,5,200.0,35.4,3.0,16.0,0
51914,60.41,5,125.0,80.31,4.0,25.0,0
51915,15.1,5,100.0,47.1,10.0,21.0,0
51917,9.34,5,800.0,55.24,1.0,14.0,0
51918,18.23,2,425.0,47.58,5.0,14.0,0
51919,15.1,3,50.0,32.09,1.0,24.0,0
51920,33.14,5,1625.0,253.13,1.0,16.0,0
51921,43.53,2,2600.0,203.43,6.0,34.0,0
51922,16.79,5,350.0,56.78,3.0,12.0,0
51923,18.97,5,1300.0,218.87,3.0,12.0,0
51924,7.45,5,250.0,40.35,2.0,3.0,1
51925,18.89,4,4338.0,162.89,2.0,8.0,1
51926,34.44,5,1650.0,84.14,2.0,7.0,1
51927,12.94,5,850.0,18.27,1.0,6.0,1
51928,12.94,5,850.0,34.66,1.0,6.0,1
51930,17.42,1,100.0,87.42,13.0,20.0,0
51931,50.5,1,5950.0,280.98,1.0,48.0,0
51934,21.15,1,200.0,34.85,2.0,32.0,0
51935,19.7,2,3000.0,179.19,0.0,18.0,0
51936,18.32,5,1900.0,193.63,4.0,21.0,0
51937,13.61,4,1450.0,98.61,4.0,17.0,0
51938,15.68,5,675.0,149.08,3.0,22.0,0
51939,16.6,3,1050.0,106.5,0.0,5.0,1
51940,29.86,1,4850.0,237.86,5.0,42.0,0
51941,17.79,5,1000.0,307.69,3.0,12.0,0
51942,13.26,5,536.0,771.26,3.0,4.0,1
51943,13.26,5,536.0,100.0,3.0,4.0,1
51944,15.85,5,2500.0,121.84,3.0,9.0,1
51946,15.1,5,150.0,55.1,1.0,4.0,1
51947,15.23,5,100.0,50.23,5.0,12.0,0
51948,21.15,1,100.0,47.05,1.0,8.0,1
51949,44.81,5,150.0,94.8,3.0,18.0,0
51950,23.28,5,5153.0,68.28,1.0,10.0,1
51951,14.52,5,250.0,63.52,4.0,13.0,0
51952,39.8,1,8683.0,164.79,3.0,9.0,1
51953,7.88,1,200.0,27.37,4.0,6.0,1
51954,14.35,5,1000.0,124.25,0.0,3.0,1
51955,16.16,5,875.0,73.15,0.0,11.0,0
51956,13.42,5,9900.0,412.42,1.0,9.0,1
51957,12.62,3,584.0,172.52,2.0,8.0,1
51958,13.31,5,1950.0,86.62,1.0,3.0,1
51960,12.69,1,650.0,51.68,2.0,26.0,0
51961,29.24,5,2425.0,199.23,5.0,15.0,0
51962,20.36,5,805.0,110.26,1.0,30.0,0
51963,15.77,5,1025.0,160.77,3.0,10.0,1
51964,0.0,4,584.0,106.9,4.0,31.0,0
51966,14.1,5,550.0,67.0,0.0,5.0,1
51967,16.93,5,1450.0,114.4,14.0,15.0,0
51968,16.23,5,150.0,91.23,0.0,12.0,0
51969,10.96,5,400.0,23.46,0.0,5.0,1
51970,13.48,4,1613.0,79.37,1.0,6.0,1
51971,14.86,5,283.0,113.86,4.0,14.0,0
51972,7.39,5,200.0,45.71,1.0,3.0,1
51973,8.55,5,346.0,63.93,1.0,2.0,1
51974,12.27,2,1600.0,122.17,9.0,28.0,0
51975,17.74,5,6850.0,87.64,3.0,10.0,1
51976,12.69,5,833.0,61.69,2.0,9.0,1
51977,67.4,5,19450.0,397.3,1.0,4.0,1
51978,12.72,5,240.0,96.62,5.0,18.0,0
51979,51.13,4,7650.0,231.12,1.0,24.0,0
51980,38.47,5,300.0,98.37,1.0,23.0,0
51981,7.67,5,250.0,132.34,0.0,1.0,1
51983,8.72,5,450.0,58.62,1.0,5.0,1
51984,40.02,3,600.0,579.93,0.0,10.0,1
51985,40.02,3,801.0,579.93,0.0,10.0,1
51986,13.25,5,1150.0,113.15,0.0,1.0,1
51987,19.32,5,600.0,68.22,2.0,5.0,1
51988,7.62,5,1110.0,116.74,2.0,3.0,1
51990,60.94,5,300.0,186.13,2.0,23.0,0
51991,105.13,5,11400.0,385.03,1.0,8.0,1
51992,13.58,3,400.0,97.38,1.0,10.0,1
51993,26.84,5,1400.0,126.74,0.0,18.0,0
51994,15.1,5,100.0,41.0,0.0,7.0,1
51996,14.0,5,3750.0,99.99,1.0,4.0,1
51997,28.29,5,7000.0,158.09,1.0,31.0,0
51998,23.96,5,750.0,189.96,0.0,7.0,1
51999,15.23,5,450.0,56.23,3.0,7.0,1
52000,29.75,3,1850.0,222.65,3.0,23.0,0
52001,41.33,5,1500.0,182.46,0.0,7.0,1
52003,16.6,5,1100.0,65.6,1.0,12.0,0
52004,29.0,5,1183.0,115.36,0.0,12.0,0
52005,15.1,4,350.0,31.9,5.0,12.0,0
52006,12.93,5,1150.0,52.92,5.0,7.0,1
52007,45.99,5,9000.0,144.99,7.0,15.0,0
52008,20.15,5,4750.0,150.15,3.0,14.0,0
52010,7.78,5,2000.0,50.61,5.0,13.0,0
52011,12.7,5,900.0,63.6,3.0,8.0,1
52012,82.48,2,14250.0,1472.47,0.0,7.0,1
52013,18.05,5,550.0,85.95,4.0,13.0,0
52014,90.12,1,7650.0,269.12,2.0,21.0,0
52015,16.39,5,650.0,44.29,0.0,5.0,1
52016,23.13,5,1250.0,53.02,4.0,15.0,0
52017,8.11,4,250.0,38.01,3.0,4.0,1
52018,15.1,5,300.0,45.09,2.0,11.0,0
52019,19.13,5,600.0,104.12,6.0,16.0,0
52020,14.32,3,600.0,119.32,2.0,7.0,1
52021,34.25,5,350.0,98.25,1.0,7.0,1
52022,22.79,5,8350.0,161.79,0.0,5.0,1
52023,13.06,5,1500.0,128.05,3.0,7.0,1
52024,20.24,5,10200.0,128.05,3.0,7.0,1
52025,13.6,1,1032.0,187.59,9.0,7.0,1
52026,16.99,1,100.0,187.59,9.0,7.0,1
52027,14.39,5,363.0,292.39,0.0,7.0,1
52028,33.53,2,2900.0,413.53,3.0,16.0,0
52029,16.77,5,144.0,255.76,3.0,8.0,1
52030,22.6,5,2400.0,872.6,7.0,12.0,0
52031,19.84,5,12650.0,179.78,10.0,16.0,0
52032,18.35,1,5700.0,388.82,3.0,10.0,1
52033,14.1,4,500.0,114.0,6.0,10.0,1
52035,16.25,5,950.0,86.15,3.0,12.0,0
52036,14.14,1,1300.0,174.04,4.0,25.0,0
52037,17.79,5,8267.0,157.73,22.0,26.0,0
52038,7.78,2,125.0,20.03,2.0,4.0,1
52039,7.78,4,250.0,51.78,4.0,5.0,1
52040,11.85,4,500.0,46.75,7.0,14.0,0
52041,14.52,5,250.0,55.85,1.0,13.0,0
52042,16.82,4,2750.0,175.82,5.0,13.0,0
52043,17.21,4,1800.0,84.2,4.0,8.0,1
52044,21.26,2,396.0,131.16,1.0,29.0,0
52045,8.72,5,430.0,22.43,2.0,14.0,0
52046,8.72,5,430.0,20.28,2.0,14.0,0
52047,22.72,3,3000.0,291.72,1.0,6.0,1
52049,15.33,1,725.0,98.23,7.0,16.0,0
52050,12.76,5,450.0,72.66,2.0,11.0,0
52051,25.39,4,1900.0,83.38,1.0,2.0,1
52052,25.22,5,3200.0,80.12,2.0,13.0,0
52053,27.9,4,1550.0,162.89,0.0,11.0,0
52054,19.6,5,1250.0,77.59,0.0,5.0,1
52055,16.19,5,6050.0,77.99,3.0,11.0,0
52056,15.35,5,150.0,50.34,0.0,5.0,1
52057,11.85,3,250.0,29.75,14.0,22.0,0
52058,22.28,5,200.0,72.27,2.0,13.0,0
52059,19.62,5,269.0,267.62,1.0,9.0,1
52060,8.29,4,317.0,25.29,0.0,3.0,1
52061,15.36,4,450.0,52.26,1.0,8.0,1
52062,15.5,5,350.0,122.5,5.0,27.0,0
52063,13.58,5,1200.0,93.58,4.0,12.0,0
52064,21.89,4,2500.0,221.79,1.0,22.0,0
52065,44.84,5,6750.0,193.84,0.0,4.0,1
52066,19.19,5,250.0,356.1,3.0,11.0,0
52072,14.1,5,250.0,37.8,2.0,13.0,0
52073,39.32,5,7625.0,329.22,4.0,13.0,0
52074,8.97,5,767.0,124.67,2.0,4.0,1
52075,12.82,5,1323.0,87.62,1.0,2.0,1
52076,15.1,2,105.0,54.59,4.0,22.0,0
52077,8.64,5,850.0,54.78,1.0,1.0,1
52079,22.35,5,138.0,494.1,1.0,8.0,1
52085,20.19,5,1200.0,54.18,3.0,13.0,0
52086,15.23,4,250.0,43.93,0.0,14.0,0
52087,34.43,5,1383.0,124.33,0.0,29.0,0
52088,9.02,5,533.0,158.92,0.0,7.0,1
52089,18.59,4,450.0,88.49,3.0,17.0,0
52090,17.22,2,1400.0,368.12,1.0,34.0,0
52091,21.18,1,925.0,119.18,6.0,23.0,0
52092,57.31,4,13867.0,197.29,20.0,22.0,0
52093,49.38,5,7050.0,170.28,1.0,3.0,1
52094,8.45,5,290.0,178.25,0.0,1.0,1
52095,7.78,3,300.0,52.77,4.0,6.0,1
52096,12.57,4,400.0,153.14,3.0,7.0,1
52098,19.53,1,1050.0,99.43,3.0,6.0,1
52099,13.6,5,817.0,193.6,7.0,18.0,0
52100,7.39,5,550.0,19.39,3.0,4.0,1
52101,19.61,4,1150.0,123.61,1.0,9.0,1
52102,18.17,4,250.0,98.16,2.0,10.0,1
52103,12.79,5,200.0,32.69,3.0,10.0,1
52104,13.21,5,1938.0,246.42,0.0,3.0,1
52106,19.06,5,1600.0,278.06,5.0,12.0,0
52107,15.23,5,175.0,27.48,0.0,12.0,0
52108,15.52,4,1000.0,123.52,1.0,14.0,0
52109,18.55,4,375.0,113.55,1.0,24.0,0
52110,78.77,5,17300.0,328.76,3.0,17.0,0
52111,9.37,5,550.0,181.87,2.0,4.0,1
52112,25.81,3,9900.0,163.81,4.0,19.0,0
52113,17.13,5,597.0,116.13,0.0,21.0,0
52114,12.86,5,1483.0,87.85,15.0,21.0,0
52115,13.44,5,1500.0,73.34,1.0,6.0,1
52116,14.5,4,9400.0,124.4,2.0,8.0,1
52117,17.81,1,1225.0,97.71,1.0,11.0,0
52118,19.01,4,500.0,149.0,2.0,7.0,1
52119,15.1,4,400.0,65.0,2.0,23.0,0
52120,7.39,5,300.0,17.29,0.0,3.0,1
52121,25.66,5,200.0,161.3,4.0,17.0,0
52123,14.1,5,275.0,36.04,5.0,19.0,0
52124,26.63,1,5800.0,491.63,1.0,39.0,0
52127,8.29,5,260.0,43.28,0.0,4.0,1
52128,23.29,5,1200.0,72.3,1.0,8.0,1
52129,23.29,5,1200.0,20.89,1.0,8.0,1
52130,9.09,5,400.0,53.99,5.0,12.0,0
52131,16.87,5,1300.0,415.87,2.0,8.0,1
52132,7.94,4,100.0,17.94,1.0,2.0,1
52133,7.94,4,100.0,15.48,1.0,2.0,1
52153,18.23,4,500.0,58.85,3.0,11.0,0
52154,15.2,5,350.0,80.2,1.0,9.0,1
52155,7.46,5,200.0,73.22,1.0,4.0,1
52158,13.08,4,2600.0,88.08,3.0,13.0,0
52159,18.5,4,450.0,68.4,0.0,4.0,1
52160,15.86,5,156.0,247.7,6.0,12.0,0
52162,15.92,5,1400.0,136.92,1.0,3.0,1
52163,18.47,5,321.0,103.36,4.0,17.0,0
52164,15.1,5,150.0,55.0,1.0,11.0,0
52165,21.11,4,2950.0,88.61,0.0,4.0,1
52166,18.5,4,350.0,107.1,0.0,9.0,1
52167,19.3,4,1000.0,127.3,2.0,36.0,0
52168,21.57,4,1000.0,131.47,3.0,19.0,0
52169,18.23,5,200.0,32.83,1.0,8.0,1
52170,13.84,5,1350.0,130.74,1.0,6.0,1
52171,19.46,5,650.0,89.36,0.0,10.0,1
52172,31.0,3,225.0,77.86,0.0,11.0,0
52173,29.01,4,2800.0,116.0,10.0,37.0,0
52174,16.02,4,3000.0,291.84,2.0,7.0,1
52176,12.76,3,207.0,102.66,1.0,11.0,0
52177,18.23,5,100.0,42.83,0.0,7.0,1
52178,18.17,1,1400.0,103.16,2.0,15.0,0
52179,35.91,5,18050.0,284.9,5.0,6.0,1
52181,7.78,4,150.0,31.48,3.0,12.0,0
52182,24.67,5,5650.0,360.66,1.0,9.0,1
52183,23.56,5,1150.0,81.46,2.0,10.0,1
52185,17.96,5,2841.0,196.96,2.0,7.0,1
52186,23.26,5,850.0,88.26,1.0,8.0,1
52187,39.83,4,3775.0,149.82,2.0,24.0,0
52188,90.89,5,15350.0,700.89,1.0,13.0,0
52189,0.0,5,1550.0,53.9,2.0,12.0,0
52191,18.45,5,100.0,68.35,1.0,7.0,1
52192,16.01,3,200.0,195.91,3.0,55.0,0
52193,65.02,5,13300.0,271.01,1.0,24.0,0
52194,29.59,5,1600.0,400.18,5.0,18.0,0
52196,20.19,5,1400.0,440.19,3.0,12.0,0
52197,35.81,4,500.0,105.8,1.0,17.0,0
52198,15.87,1,450.0,175.64,3.0,11.0,0
52199,18.7,5,1300.0,147.7,0.0,3.0,1
52200,15.23,4,100.0,32.13,2.0,5.0,1
52201,16.26,5,600.0,87.0,3.0,11.0,0
52202,35.65,5,7300.0,95.64,6.0,13.0,0
52203,12.79,5,200.0,20.05,0.0,4.0,1
52204,12.79,5,200.0,22.73,0.0,4.0,1
52205,16.86,3,1571.0,316.76,4.0,27.0,0
52206,10.13,3,1800.0,64.03,6.0,12.0,0
52207,9.68,5,530.0,198.68,3.0,5.0,1
52208,22.77,4,500.0,142.67,0.0,14.0,0
52209,16.26,5,1383.0,106.16,2.0,6.0,1
52210,10.6,5,900.0,251.5,2.0,6.0,1
52211,17.24,5,250.0,61.24,0.0,7.0,1
52212,17.37,5,1470.0,107.27,1.0,7.0,1
52214,30.16,3,250.0,110.17,2.0,5.0,1
52215,0.03,3,250.0,110.17,2.0,5.0,1
52216,16.11,5,600.0,62.01,0.0,6.0,1
52217,23.23,4,1535.0,84.13,0.0,8.0,1
52218,8.27,5,100.0,58.17,0.0,2.0,1
52219,15.79,1,150.0,35.68,1.0,11.0,0
52221,21.1,4,2400.0,251.09,0.0,14.0,0
52222,10.4,5,550.0,330.39,0.0,2.0,1
52223,23.12,5,1454.0,138.04,5.0,13.0,0
52225,12.48,4,850.0,61.48,5.0,9.0,1
52226,24.86,5,322.0,604.76,4.0,33.0,0
52227,15.4,1,300.0,191.4,2.0,9.0,1
52230,7.39,5,150.0,32.38,0.0,4.0,1
52231,17.67,5,1650.0,155.14,3.0,8.0,1
52236,13.93,5,600.0,63.92,2.0,8.0,1
52237,40.37,1,6550.0,378.74,3.0,10.0,1
52239,7.39,5,200.0,43.38,2.0,4.0,1
52240,7.78,4,350.0,95.54,4.0,12.0,0
52242,13.12,5,400.0,79.02,0.0,5.0,1
52243,15.23,5,200.0,39.23,1.0,7.0,1
52244,10.11,5,1250.0,195.71,10.0,13.0,0
52245,16.25,4,500.0,86.24,5.0,11.0,0
52246,18.19,4,600.0,107.19,1.0,13.0,0
52247,21.23,3,400.0,83.22,1.0,14.0,0
52248,10.7,5,250.0,117.36,2.0,4.0,1
52249,4.86,5,150.0,117.36,2.0,4.0,1
52250,16.42,5,650.0,111.32,1.0,6.0,1
52251,22.86,5,300.0,155.76,2.0,9.0,1
52252,25.91,5,1383.0,115.81,5.0,18.0,0
52255,53.18,5,533.0,203.08,0.0,7.0,1
52256,16.19,1,363.0,172.16,8.0,10.0,1
52257,11.92,4,1100.0,71.91,7.0,8.0,1
52258,18.23,5,50.0,37.13,0.0,5.0,1
52259,7.43,5,100.0,87.43,11.0,11.0,0
52260,16.94,5,1050.0,315.94,2.0,6.0,1
52261,18.23,5,200.0,128.88,1.0,5.0,1
52265,18.57,5,350.0,85.56,2.0,18.0,0
52266,14.1,4,200.0,39.22,1.0,8.0,1
52267,14.1,4,200.0,18.98,1.0,8.0,1
52268,12.85,5,500.0,71.04,3.0,5.0,1
52269,5.9,3,200.0,100.47,1.0,5.0,1
52270,19.68,3,175.0,100.47,1.0,5.0,1
52271,13.92,5,200.0,193.82,3.0,7.0,1
52272,11.85,3,250.0,81.7,3.0,17.0,0
52275,12.09,4,1850.0,139.09,1.0,2.0,1
52276,17.6,5,800.0,52.72,3.0,9.0,1
52277,14.1,4,200.0,117.6,10.0,14.0,0
52278,14.1,4,800.0,117.6,10.0,14.0,0
52279,15.24,1,200.0,85.23,4.0,11.0,0
52280,27.5,5,6200.0,137.5,1.0,29.0,0
52281,11.23,5,2100.0,111.22,5.0,8.0,1
52282,22.71,3,1150.0,142.71,2.0,4.0,1
52283,15.26,1,1150.0,86.86,5.0,46.0,0
52284,17.78,5,1700.0,57.78,8.0,24.0,0
52285,18.05,1,3600.0,131.95,7.0,13.0,0
52286,17.06,5,401.0,31.56,1.0,7.0,1
52287,14.06,5,900.0,174.05,3.0,6.0,1
52288,17.0,5,280.0,96.9,0.0,7.0,1
52289,14.43,3,1450.0,114.33,0.0,8.0,1
52290,13.99,5,422.0,106.49,6.0,9.0,1
52291,8.82,5,150.0,28.72,0.0,2.0,1
52292,14.52,5,800.0,124.42,1.0,3.0,1
52293,14.23,5,2450.0,204.13,0.0,4.0,1
52295,15.24,5,213.0,85.24,2.0,9.0,1
52296,15.18,5,800.0,75.08,2.0,6.0,1
52297,17.6,5,2300.0,3.64,1.0,5.0,1
52298,17.6,5,2300.0,35.96,1.0,5.0,1
52299,13.75,5,335.0,168.75,1.0,6.0,1
52300,14.13,5,5850.0,173.13,1.0,8.0,1
52301,13.41,4,1550.0,62.41,4.0,10.0,1
52302,14.41,5,367.0,298.55,1.0,26.0,0
52303,48.03,5,917.0,298.55,1.0,26.0,0
52304,14.41,5,300.0,298.55,1.0,26.0,0
52305,12.79,5,250.0,75.38,1.0,4.0,1
52306,12.79,5,50.0,75.38,1.0,4.0,1
52307,51.91,5,50.0,221.81,4.0,17.0,0
52308,14.1,2,200.0,54.0,1.0,7.0,1
52309,14.02,5,641.0,108.52,1.0,5.0,1
52310,17.79,1,2450.0,94.69,3.0,34.0,0
52311,12.48,5,283.0,37.28,1.0,7.0,1
52312,16.79,5,300.0,66.69,0.0,14.0,0
52313,8.89,2,600.0,28.79,4.0,8.0,1
52314,15.56,3,1000.0,55.46,11.0,18.0,0
52315,16.11,2,653.0,65.5,1.0,30.0,0
52316,7.47,5,188.0,37.46,0.0,2.0,1
52317,12.52,5,3700.0,181.52,5.0,15.0,0
52318,18.23,1,204.0,116.44,5.0,11.0,0
52320,7.78,1,300.0,528.78,6.0,8.0,1
52334,21.58,5,10950.0,241.48,7.0,9.0,1
52335,23.43,4,1150.0,113.33,1.0,4.0,1
52336,17.53,5,200.0,173.52,1.0,12.0,0
52337,15.1,3,300.0,33.0,1.0,9.0,1
52338,17.13,5,917.0,212.43,2.0,12.0,0
52339,12.88,4,850.0,82.88,2.0,22.0,0
52340,15.25,4,250.0,86.15,5.0,15.0,0
52341,18.56,3,147.0,83.55,0.0,7.0,1
52342,15.79,5,100.0,46.69,0.0,13.0,0
52343,18.45,4,450.0,136.7,0.0,10.0,1
52345,21.22,1,9675.0,151.18,14.0,19.0,0
52346,20.16,5,750.0,159.16,3.0,7.0,1
52347,8.47,5,400.0,53.37,3.0,6.0,1
52348,9.27,5,400.0,44.26,0.0,1.0,1
52349,32.46,1,6650.0,431.46,4.0,9.0,1
52350,7.78,1,200.0,25.77,2.0,3.0,1
52351,18.12,5,1350.0,96.12,3.0,12.0,0
52352,13.21,3,350.0,123.53,1.0,2.0,1
52353,15.1,5,138.0,64.1,4.0,18.0,0
52355,9.44,4,700.0,98.62,2.0,3.0,1
52356,28.0,5,1150.0,178.0,0.0,6.0,1
52357,7.39,5,100.0,37.38,1.0,1.0,1
52358,24.0,5,5950.0,167.8,2.0,16.0,0
52359,17.23,5,1000.0,227.23,3.0,8.0,1
52360,12.79,5,150.0,11.19,3.0,16.0,0
52361,12.79,5,150.0,23.4,3.0,16.0,0
52362,7.78,4,100.0,6.03,1.0,16.0,0
52363,7.78,4,100.0,29.74,1.0,16.0,0
52364,15.11,5,475.0,65.01,2.0,9.0,1
52365,29.85,1,5450.0,219.75,11.0,43.0,0
52366,23.28,5,1050.0,73.27,4.0,32.0,0
52367,7.78,4,167.0,27.68,1.0,1.0,1
52368,23.46,3,7000.0,122.46,3.0,5.0,1
52370,23.35,5,1350.0,101.34,1.0,8.0,1
52373,13.81,5,324.0,80.71,0.0,3.0,1
52374,16.94,4,1000.0,115.66,3.0,8.0,1
52375,12.13,1,1825.0,102.03,0.0,6.0,1
